"sample_name","sample_id","sample_type","organism","donor","sex","age_days","brain_hemisphere","brain_region","brain_subregion","facs_date","facs_container","facs_sort_criteria","rna_amplification_set","library_prep_set","library_prep_avg_size_bp","seq_name","seq_tube","seq_batch","total_reads","percent_exon_reads","percent_intron_reads","percent_intergenic_reads","percent_rrna_reads","percent_mt_exon_reads","percent_reads_unique","percent_synth_reads","percent_ecoli_reads","percent_aligned_reads_total","complexity_cg","genes_detected_cpm_criterion","genes_detected_fpkm_criterion","class","cluster"
"F1S4_170414_018_C01",592794080,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_018","NeuN-positive","A8S4_170502_03","L8S4_170508_04",371,"SM-D9E68_S11_E1-50","SM-D9E68","R8S4-170517",3471702,27.4930954455042,54.1905098122404,18.3163947422554,5.76e-05,0.025923884,75.81177762,0.022394203,0.003664197,84.96581792,0.407220525,11016,4972,"GABAergic","LGN Inh CTXN3"
"F1S4_170414_019_A01",592794141,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_019","NeuN-positive","A8S4_170502_03","L8S4_170508_04",323,"SM-D9E68_S17_E1-50","SM-D9E68","R8S4-170517",2900782,35.5323119572047,49.0804966967404,15.3871913460549,0,0.074600573,81.22323567,0.008189861,0.003235334,88.25296075,0.375387515,11144,6442,"GABAergic","LGN Inh CTXN3"
"F1S4_170414_019_B01",592794151,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_019","NeuN-positive","A8S4_170502_03","L8S4_170508_04",331,"SM-D9E68_S18_E1-50","SM-D9E68","R8S4-170517",2834110,42.289776374134,40.773664517243,16.9365591086231,0.005222098,0.015137027,73.64968191,0.004913006,0.005569297,84.98625671,0.466486088,11488,6025,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_019_C01",592794161,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_019","NeuN-positive","A8S4_170502_03","L8S4_170508_04",343,"SM-D9E68_S19_E1-50","SM-D9E68","R8S4-170517",3214346,36.8890059680164,48.2619618562485,14.8490321757351,0.000124442,0.040785902,80.5419205,0.003602288,0.003197229,88.2202476,0.386901873,13436,8541,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_019_E01",592794181,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_019","NeuN-positive","A8S4_170502_03","L8S4_170508_04",390,"SM-D9E68_S21_E1-50","SM-D9E68","R8S4-170517",2865637,42.1576803576573,44.1983383715208,13.6439812708219,0,0.062952844,83.22809204,0.001921039,0.002184855,90.26980738,0.369140004,12942,9040,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_019_F01",592794191,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_019","NeuN-positive","A8S4_170502_03","L8S4_170508_04",304,"SM-D9E68_S22_E1-50","SM-D9E68","R8S4-170517",3076550,55.6631568527759,31.780714263074,12.5561288841501,0.000130016,0.015276852,74.94209423,0.010849816,0.003895597,88.40668931,0.46521731,12966,8300,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_019_G01",592794201,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_019","NeuN-positive","A8S4_170502_03","L8S4_170508_04",325,"SM-D9E68_S23_E1-50","SM-D9E68","R8S4-170517",3631444,32.9556827035683,49.7637654352125,17.2805518612192,0.004874094,0.026050243,80.29164156,0.002440352,0.003445461,87.66876207,0.3725438,13458,8004,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_020_B01",595481999,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_020","NeuN-positive","A8S4_170510_07","L8S4_170517_04",312,"SM-D9EQ8_S02_E1-50","SM-D9EQ8","R8S4-170531",4047167,34.2389044325222,48.7171533752745,17.0439421922033,2.47e-05,0.015195815,76.47208529,0.003417946,0.007606308,85.11321623,0.41139229,13788,8159,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_020_C01",595482009,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_020","NeuN-positive","A8S4_170510_07","L8S4_170517_04",293,"SM-D9EQ8_S03_E1-50","SM-D9EQ8","R8S4-170531",3579400,34.3513836875527,49.0483539330999,16.6002623793474,0,0.037436442,68.80882271,0.004220819,0.011776834,79.96317819,0.503270244,13446,7190,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_020_E01",595482029,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_020","NeuN-positive","A8S4_170510_07","L8S4_170517_04",295,"SM-D9EQ8_S05_E1-50","SM-D9EQ8","R8S4-170531",3426111,26.2941765793581,56.0685607384136,17.6372626822283,5.84e-05,0.025831037,75.13600698,0.00944336,0.009111497,83.77597807,0.418089446,12479,6611,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_020_F01",595482039,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_020","NeuN-positive","A8S4_170510_07","L8S4_170517_04",292,"SM-D9EQ8_S06_E1-50","SM-D9EQ8","R8S4-170531",1170431,44.0591792848457,43.6052443964298,12.3355763187245,0.001196141,0.195483544,67.73957628,0.017226987,0.018875953,76.57367243,0.541983382,3998,1625,"Non-Neuronal","Oligo MAG"
"F1S4_170414_020_G01",595482049,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_020","NeuN-positive","A8S4_170510_07","L8S4_170517_04",297,"SM-D9EQ8_S07_E1-50","SM-D9EQ8","R8S4-170531",2495873,39.8526312430374,46.6247272298068,13.5226415271558,0,0.057815442,70.83477404,0.00774799,0.014152563,80.71095765,0.505427012,9193,4837,"GABAergic","LGN Inh LAMP5"
"F1S4_170414_020_H01",595482059,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_020","NeuN-negative","A8S4_170510_07","L8S4_170517_04",304,"SM-D9EQ8_S08_E1-50","SM-D9EQ8","R8S4-170531",3228208,39.0114025897974,45.8048939786993,15.1837034315033,0,0.156154746,69.22044676,0.057237638,0.010394002,81.42155028,0.479167911,8299,3018,"Non-Neuronal","Astro CPAMD8"
"F1S4_170414_021_A01",595482069,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_021","NeuN-positive","A8S4_170510_07","L8S4_170517_04",296,"SM-D9EQ8_S09_E1-50","SM-D9EQ8","R8S4-170531",2796624,35.2613074691792,48.2504918800799,16.4882006507409,0.000107272,0.016555676,75.74933205,0.002937828,0.006939796,84.17770855,0.423591618,12015,6690,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_021_C01",595482089,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_021","NeuN-positive","A8S4_170510_07","L8S4_170517_04",327,"SM-D9EQ8_S11_E1-50","SM-D9EQ8","R8S4-170531",1534261,41.9894861664179,37.8577957692569,20.1527180643252,6.52e-05,0.005540126,65.31535378,0.014668951,0.015125197,78.76365234,0.547261246,6241,1847,"no class","no class"
"F1S4_170414_021_D01",595482099,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_021","NeuN-positive","A8S4_170510_07","L8S4_170517_04",383,"SM-D9EQ8_S12_E1-50","SM-D9EQ8","R8S4-170531",1984508,34.4269076517465,50.545255060842,15.0278372874116,5.04e-05,0.041269675,84.41744755,0.000879311,0.002528586,90.45375478,0.340858155,11928,8114,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_021_F01",595482119,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_021","NeuN-positive","A8S4_170510_07","L8S4_170517_04",323,"SM-D9EQ8_S14_E1-50","SM-D9EQ8","R8S4-170531",2505226,41.3120945116255,44.8139506680734,13.8739548203011,3.99e-05,0.015607374,74.55766466,0.003299902,0.007611289,85.02957418,0.46446741,11472,6679,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_021_G01",595482129,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_021","NeuN-positive","A8S4_170510_07","L8S4_170517_04",350,"SM-D9EQ8_S15_E1-50","SM-D9EQ8","R8S4-170531",2842234,53.0663519966915,35.6150302538757,11.3186177494328,0.000140734,0.106254446,81.66853961,0.002192641,0.006551185,88.62373752,0.387884559,9573,6426,"GABAergic","LGN Inh LAMP5"
"F1S4_170414_021_H01",595482139,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_021","NeuN-negative","A8S4_170510_07","L8S4_170517_04",278,"SM-D9EQ8_S16_E1-50","SM-D9EQ8","R8S4-170531",2799938,23.7055898884301,56.8192501305343,19.4751599810356,0,0.052215442,56.83354417,0.073327338,0.018135044,71.94548594,0.59035421,8190,2176,"Non-Neuronal","Astro CPAMD8"
"F1S4_170414_022_B01",595483137,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_022","NeuN-positive","A8S4_170511_06","L8S4_170517_05",315,"SM-D9EQ7_S02_E1-50","SM-D9EQ7","R8S4-170531",2505684,41.2873875084693,42.5942190513686,16.118393440162,0,0.018637625,76.0664154,0.004555243,0.007028819,85.28753027,0.418718783,12063,7116,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_022_D01",595483189,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_022","NeuN-positive","A8S4_170511_06","L8S4_170517_05",335,"SM-D9EQ7_S04_E1-50","SM-D9EQ7","R8S4-170531",2382657,47.0549453975826,37.115774883611,15.8292797188064,8.39e-05,0.023838933,78.93838685,0.001934815,0.005165662,87.29884327,0.407626344,14019,8748,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_022_E01",595483205,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_022","NeuN-positive","A8S4_170511_06","L8S4_170517_05",361,"SM-D9EQ7_S05_E1-50","SM-D9EQ7","R8S4-170531",4337429,41.4328914775945,44.7289046903491,13.8382038320564,0,0.042951712,82.60573257,0.001581813,0.004155227,90.20696362,0.343954764,13199,8809,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_022_F01",595483245,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_022","NeuN-positive","A8S4_170511_06","L8S4_170517_05",309,"SM-D9EQ7_S06_E1-50","SM-D9EQ7","R8S4-170531",1982541,41.244404728911,44.5969225930214,14.1586726780675,0.001664531,0.047010377,63.56574719,0.049532897,0.017250589,75.94859324,0.524790469,6747,2861,"Non-Neuronal","Oligo MAG"
"F1S4_170414_023_A01",595483297,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_023","NeuN-positive","A8S4_170511_06","L8S4_170517_05",309,"SM-D9EQ7_S09_E1-50","SM-D9EQ7","R8S4-170531",2282300,33.2851941165958,48.151256066285,18.5635498171193,0.002322219,0.032861587,79.73193708,0.006040836,0.004502914,87.36323007,0.364553112,12645,7734,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_023_C01",595483360,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_023","NeuN-positive","A8S4_170511_06","L8S4_170517_05",341,"SM-D9EQ7_S11_E1-50","SM-D9EQ7","R8S4-170531",3447983,32.582677776359,50.9839215671614,16.4334006564796,0,0.022795936,79.46689412,0.002392413,0.003919973,87.38952599,0.367446023,12948,7572,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_023_E01",595483389,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_023","NeuN-positive","A8S4_170511_06","L8S4_170517_05",315,"SM-D9EQ7_S13_E1-50","SM-D9EQ7","R8S4-170531",3459920,52.5735848370113,32.8452134342972,14.5812017286915,5.78e-05,0.023931189,71.89088187,0.005498682,0.00830655,85.75533538,0.459036681,11667,6894,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_023_F01",595483411,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_023","NeuN-positive","A8S4_170511_06","L8S4_170517_05",326,"SM-D9EQ7_S14_E1-50","SM-D9EQ7","R8S4-170531",2975908,50.9482924384908,35.1066012394761,13.9451063220331,3.36e-05,0.024093487,73.04668021,0.016439688,0.006985431,87.32007172,0.454304892,13121,7801,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_023_H01",595483471,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_023","NeuN-negative","A8S4_170511_06","L8S4_170517_05",319,"SM-D9EQ7_S16_E1-50","SM-D9EQ7","R8S4-170531",2689445,42.274411608983,44.7038482534021,13.0217401376149,3.72e-05,0.033055147,73.89227145,0.042772765,0.008352653,84.00019335,0.411693054,6712,2659,"Non-Neuronal","Oligo MAG"
"F1S4_170414_024_A01",595483496,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_024","NeuN-positive","A8S4_170511_06","L8S4_170517_05",369,"SM-D9EQ7_S17_E1-50","SM-D9EQ7","R8S4-170531",2426048,37.5990678885472,46.9218554520746,15.4790766593781,0.008367518,0.02592694,81.89842081,0.00557862,0.003185015,89.21381605,0.36926556,12542,8222,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_024_C01",595483554,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_024","NeuN-positive","A8S4_170511_06","L8S4_170517_05",337,"SM-D9EQ7_S19_E1-50","SM-D9EQ7","R8S4-170531",2952684,44.3637234927963,41.3063663559127,14.3299101512909,0,0.03874441,82.54195166,0.003891036,0.004365181,89.64020532,0.362784614,11464,7104,"GABAergic","LGN Inh CTXN3"
"F1S4_170414_024_D01",595483565,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_024","NeuN-positive","A8S4_170511_06","L8S4_170517_05",320,"SM-D9EQ7_S20_E1-50","SM-D9EQ7","R8S4-170531",2916269,38.8212440942602,45.8497597196206,15.3289961861192,0,0.049481032,77.21211589,0.004870607,0.007518854,85.70313644,0.401558983,12143,7164,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_024_E01",595483589,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_024","NeuN-positive","A8S4_170511_06","L8S4_170517_05",313,"SM-D9EQ7_S21_E1-50","SM-D9EQ7","R8S4-170531",2647358,37.07749219174,48.2093050924781,14.7132027157818,0,0.093942716,64.16684105,0.048763333,0.015147932,77.76182896,0.496607245,7909,2866,"Non-Neuronal","Oligo MAG"
"F1S4_170414_024_F01",595483629,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_024","NeuN-positive","A8S4_170511_06","L8S4_170517_05",332,"SM-D9EQ7_S22_E1-50","SM-D9EQ7","R8S4-170531",2500735,32.699099266582,50.0291873270645,17.2717134063534,0,0.029551312,79.60019754,0.007255467,0.006338536,87.55725817,0.370876718,12234,7187,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_024_G01",595483657,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_024","NeuN-positive","A8S4_170511_06","L8S4_170517_05",310,"SM-D9EQ7_S23_E1-50","SM-D9EQ7","R8S4-170531",1514149,53.6499949201526,35.5609642485048,10.7890408313426,0,0.08196023,64.36374492,0.044869428,0.021116152,76.59741545,0.563630328,4763,2065,"no class","no class"
"F1S4_170414_024_H01",595483688,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_024","NeuN-negative","A8S4_170511_06","L8S4_170517_05",303,"SM-D9EQ7_S24_E1-50","SM-D9EQ7","R8S4-170531",2066420,10.4151614085678,52.4677356608967,37.1171029305355,4.84e-05,0.000290357,50.96993835,0.119491681,0.021616128,70.29824527,0.607001694,7748,1367,"no class","no class"
"F1S4_170414_025_A01",592797279,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_025","NeuN-positive","A8S4_170503_01","L8S4_170510_02",315,"SM-D9E6B_S25_E1-50","SM-D9E6B","R8S4-170517",3695077,39.6107975216432,44.9878330112275,15.4013694671293,0.000162378,0.026738279,76.72725088,0.006529769,0.003880569,86.11490369,0.417070056,13935,8643,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_025_D01",592797309,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_025","NeuN-positive","A8S4_170503_01","L8S4_170510_02",330,"SM-D9E6B_S28_E1-50","SM-D9E6B","R8S4-170517",3986074,47.5624086231248,38.1363690762212,14.301222300654,0,0.029954286,78.48158363,0.002371256,0.003204406,88.82491896,0.410885792,13047,8369,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_025_E01",592797319,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_025","NeuN-positive","A8S4_170503_01","L8S4_170510_02",346,"SM-D9E6B_S29_E1-50","SM-D9E6B","R8S4-170517",1886156,43.2383569462208,41.9146909535846,14.8469521001946,0.000265089,0.042255254,84.66176711,0.004230827,0.004459864,90.63099765,0.343775624,10595,7137,"GABAergic","LGN Inh NTRK1"
"F1S4_170414_025_F01",592797329,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_025","NeuN-positive","A8S4_170503_01","L8S4_170510_02",320,"SM-D9E6B_S30_E1-50","SM-D9E6B","R8S4-170517",3759977,39.0768184537173,43.260354025089,17.6628275211938,2.66e-05,0.02007991,75.86841622,0.002861986,0.004045503,85.83829103,0.416800654,14098,8352,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_025_G01",592797339,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_025","NeuN-positive","A8S4_170503_01","L8S4_170510_02",327,"SM-D9E6B_S31_E1-50","SM-D9E6B","R8S4-170517",4056879,36.6515329055318,47.3256430872072,16.022824007261,2.46e-05,0.027484182,79.9185778,0.00510836,0.003437125,87.87506356,0.384224486,11173,6022,"GABAergic","LGN Inh NTRK1"
"F1S4_170414_026_B01",592797369,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_026","NeuN-positive","A8S4_170503_01","L8S4_170510_02",318,"SM-D9E6B_S34_E1-50","SM-D9E6B","R8S4-170517",4257993,38.4803052522284,45.3545351864773,16.1651595612943,0,0.037247595,77.55952159,0.0036125,0.003352518,87.38842455,0.394326825,12895,7049,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_026_C01",592797379,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_026","NeuN-positive","A8S4_170503_01","L8S4_170510_02",314,"SM-D9E6B_S35_E1-50","SM-D9E6B","R8S4-170517",3077018,43.8040545608349,42.0780911768831,14.1178542622819,0,0.027201661,77.32138714,0.005547579,0.003722435,87.68443994,0.413931263,11534,6811,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_026_D01",592797389,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_026","NeuN-positive","A8S4_170503_01","L8S4_170510_02",324,"SM-D9E6B_S36_E1-50","SM-D9E6B","R8S4-170517",3472526,36.6807358276749,47.6697746597148,15.6494895126102,0,0.022116465,78.41487724,0.00386059,0.003540938,87.1674107,0.394706056,13088,7721,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_026_F01",592797409,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_026","NeuN-positive","A8S4_170503_01","L8S4_170510_02",296,"SM-D9E6B_S38_E1-50","SM-D9E6B","R8S4-170517",1874499,4.37146839600472,47.4474162999035,48.1811153040918,5.33e-05,0.000320086,68.9295113,0.028964539,0.007690588,79.06379251,0.443647507,8520,1463,"no class","no class"
"F1S4_170414_026_G01",592797419,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","PC-a","4/14/2017","F1S4_170414_026","NeuN-positive","A8S4_170503_01","L8S4_170510_02",321,"SM-D9E6B_S39_E1-50","SM-D9E6B","R8S4-170517",3873543,49.3870132155545,35.8376969712642,14.7752898131814,2.58e-05,0.036942923,76.66890493,0.003606776,0.004266378,87.20112311,0.429675283,13117,8444,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_027_A01",592797439,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","KC-a","4/14/2017","F1S4_170414_027","NeuN-positive","A8S4_170503_01","L8S4_170510_02",317,"SM-D9E6B_S41_E1-50","SM-D9E6B","R8S4-170517",2458476,52.0510123810085,34.4032251662091,13.5457624527824,0,0.022656312,71.9384692,0.010450783,0.004869683,86.28276217,0.485073807,12000,7078,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_027_B01",592797449,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","KC-a","4/14/2017","F1S4_170414_027","NeuN-positive","A8S4_170503_01","L8S4_170510_02",325,"SM-D9E6B_S42_E1-50","SM-D9E6B","R8S4-170517",4483568,57.7559576673177,28.9888282438102,13.2552140888721,0.001717382,0.043068378,79.63769034,0.004526083,0.003387258,90.30785303,0.392431651,12405,8490,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_027_D01",592797469,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","KC-a","4/14/2017","F1S4_170414_027","NeuN-positive","A8S4_170503_01","L8S4_170510_02",304,"SM-D9E6B_S44_E1-50","SM-D9E6B","R8S4-170517",2617136,34.8664004922372,49.3895111554257,15.7440883523371,3.82e-05,0.072713073,74.14884056,0.008932665,0.006229711,82.9606868,0.451336012,10415,4761,"GABAergic","LGN Inh CTXN3"
"F1S4_170414_027_F01",592797489,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","KC-a","4/14/2017","F1S4_170414_027","NeuN-positive","A8S4_170503_01","L8S4_170510_02",315,"SM-D9E6B_S46_E1-50","SM-D9E6B","R8S4-170517",3259996,44.7468169272894,39.230444885226,16.0227381874846,0.000398773,0.016656462,69.33023844,0.020030086,0.005585283,84.29485803,0.487601716,10954,5307,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_027_G01",592797499,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","KC-a","4/14/2017","F1S4_170414_027","NeuN-positive","A8S4_170503_01","L8S4_170510_02",347,"SM-D9E6B_S47_E1-50","SM-D9E6B","R8S4-170517",2712552,42.8379541544383,43.7176073316493,13.4444385139124,3.69e-05,0.033953266,84.20417378,0.002247699,0.002061896,90.85374216,0.337855451,12462,8958,"Glutamatergic","LGN Exc BTNL9"
"F1S4_170414_027_H01",592797509,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","KC-a","4/14/2017","F1S4_170414_027","NeuN-negative","A8S4_170503_01","L8S4_170510_02",317,"SM-D9E6B_S48_E1-50","SM-D9E6B","R8S4-170517",2592008,21.574831423215,45.9545749130734,32.4705936637116,7.72e-05,0.010725276,68.56336863,0.01462997,0.005454073,75.01234564,0.456399014,10026,3378,"no class","no class"
"F1S4_170414_028_A01",595484852,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","KC-a","4/14/2017","F1S4_170414_028","NeuN-positive","A8S4_170511_07","L8S4_170518_01",339,"SM-D9EQ6_S01_E1-50","SM-D9EQ6","R8S4-170531",2240695,55.7065013106538,33.2337633011907,11.0597353881555,0.00089258,0.091578729,80.73887789,0.011955666,0.00562504,88.43582014,0.400720547,8431,5536,"GABAergic","LGN Inh LAMP5"
"F1S4_170414_028_B01",595484874,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","KC-a","4/14/2017","F1S4_170414_028","NeuN-positive","A8S4_170511_07","L8S4_170518_01",303,"SM-D9EQ6_S02_E1-50","SM-D9EQ6","R8S4-170531",3274398,27.2299507565474,56.4726141070755,16.2974351363771,3.05e-05,0.058881052,72.14712445,0.007066032,0.009381877,80.13271447,0.464431088,11660,5209,"GABAergic","LGN Inh CTXN3"
"F1S4_170414_028_C01",595484888,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","KC-a","4/14/2017","F1S4_170414_028","NeuN-positive","A8S4_170511_07","L8S4_170518_01",310,"SM-D9EQ6_S03_E1-50","SM-D9EQ6","R8S4-170531",3003760,43.5080535546652,44.0126066495818,12.479339795753,0,0.198318108,74.16418089,0.022012744,0.011062135,83.40782885,0.453933167,6145,2033,"Non-Neuronal","Oligo MAG"
"F1S4_170414_028_D01",595484901,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","KC-a","4/14/2017","F1S4_170414_028","NeuN-positive","A8S4_170511_07","L8S4_170518_01",326,"SM-D9EQ6_S04_E1-50","SM-D9EQ6","R8S4-170531",1220930,22.4079005977653,58.1984592298506,19.3936401723841,0,0.076335253,68.1810587,0.008594268,0.015540612,74.94573808,0.551386345,5837,1706,"Non-Neuronal","Astro LGR6"
"F1S4_170414_029_A01",595484961,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","KC-a","4/14/2017","F1S4_170414_029","NeuN-positive","A8S4_170511_07","L8S4_170518_01",319,"SM-D9EQ6_S09_E1-50","SM-D9EQ6","R8S4-170531",2359080,28.9760361037974,56.2565305078304,14.7674333883722,8.48e-05,0.039379758,66.97886464,0.025926632,0.006887855,74.4109992,0.48287257,10169,5366,"GABAergic","LGN Inh CTXN3"
"F1S4_170414_029_B01",595484971,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","KC-a","4/14/2017","F1S4_170414_029","NeuN-positive","A8S4_170511_07","L8S4_170518_01",295,"SM-D9EQ6_S10_E1-50","SM-D9EQ6","R8S4-170531",2768729,34.0036434790897,48.7414884883022,17.2548680326081,3.61e-05,0.005562119,66.37724385,0.021314112,0.011126044,77.34310581,0.513280819,10981,5052,"GABAergic","LGN Inh CTXN3"
"F1S4_170414_029_C01",595484995,"Nuclei","Homo sapiens","H17.24.001","M",24090,"unknown","LGN","KC-a","4/14/2017","F1S4_170414_029","NeuN-positive","A8S4_170511_07","L8S4_170518_01",330,"SM-D9EQ6_S11_E1-50","SM-D9EQ6","R8S4-170531",2115705,36.6406654479994,47.4293557561742,15.9299787958264,0,0.033464023,79.9599188,0.003965581,0.00505458,87.61585382,0.382812524,11912,7384,"Glutamatergic","LGN Exc BTNL9"
